MC	<p>0545_ee44</p> <div id="drv_c615" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one<span style='font-size: 1px; color: white;'>kinds</span>of<span style='font-size: 1px; color: white;'>wall</span>the following<span style='font-size: 1px; color: white;'>smart</span>types of macromolecules correspond to the<span style='font-size: 1px; color: white;'>dental</span>macromolecule <span style='font-size: 1em;'><strong>'hemoglobin'</strong></span>.</p> </div>	<div id="drv_a73e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>joined</span></div>	Incorrect	<div id="drv_da3d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>design</span></div>	Incorrect	<div id="drv_2c98" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>dental</span>acids</span></strong><span style='font-size: 1px; color: white;'>allow</span></div>	Incorrect	<div id="drv_7c2d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>turner</span></div>	Correct
MC	<p>30fb_ee44</p> <div id="drv_7c55" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>early</span>one<span style='font-size: 1px; color: white;'>differ</span>of the following types<span style='font-size: 1px; color: white;'>called</span>of<span style='font-size: 1px; color: white;'>begin</span>macromolecules<span style='font-size: 1px; color: white;'>zygote</span>correspond<span style='font-size: 1px; color: white;'>moving</span>to the<span style='font-size: 1px; color: white;'>harass</span>macromolecule <span style='font-size: 1em;'><strong>'tyrosine'</strong></span>.</p> </div>	<div id="drv_e93c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_bd10" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_b76f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>inner</span>acids</span></strong> </div>	Incorrect	<div id="drv_6bc2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>balm</span></div>	Correct
MC	<p>3150_ee44</p> <div id="drv_0ea7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>amine</span>one<span style='font-size: 1px; color: white;'>tyler</span>of the following<span style='font-size: 1px; color: white;'>pla</span>types of macromolecules<span style='font-size: 1px; color: white;'>avie</span>correspond to the<span style='font-size: 1px; color: white;'>needle</span>macromolecule <span style='font-size: 1em;'><strong>'spermaceti<span style='font-size: 1px; color: white;'>valve</span>wax &ndash; found<span style='font-size: 1px; color: white;'>camp</span>in<span style='font-size: 1px; color: white;'>falsef</span>the<span style='font-size: 1px; color: white;'>mrnas</span>head cavities<span style='font-size: 1px; color: white;'>organ</span>of<span style='font-size: 1px; color: white;'>cold</span>sperm whales'</strong></span>.</p> </div>	<div id="drv_6953" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>harass</span></div>	Incorrect	<div id="drv_cf7d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>ddna</span></div>	Correct	<div id="drv_8e6d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic acids</span></strong><span style='font-size: 1px; color: white;'>spots</span></div>	Incorrect	<div id="drv_d4f2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>hair</span></div>	Incorrect
MC	<p>3346_ee44</p> <div id="drv_9edb" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>itself</span>one<span style='font-size: 1px; color: white;'>much</span>of<span style='font-size: 1px; color: white;'>use</span>the<span style='font-size: 1px; color: white;'>tubes</span>following types<span style='font-size: 1px; color: white;'>anion</span>of macromolecules correspond<span style='font-size: 1px; color: white;'>makes</span>to<span style='font-size: 1px; color: white;'>refer</span>the<span style='font-size: 1px; color: white;'>knew</span>macromolecule <span style='font-size: 1em;'><strong>'collagen'</strong></span>.</p> </div>	<div id="drv_c2d8" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>anion</span></div>	Incorrect	<div id="drv_9d0b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_5b0f" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>abi</span>acids</span></strong><span style='font-size: 1px; color: white;'>xyloid</span></div>	Incorrect	<div id="drv_34d6" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>offset</span></div>	Correct
MC	<p>3346_ee44</p> <div id="drv_b8d9" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>things</span>one<span style='font-size: 1px; color: white;'>when</span>of the<span style='font-size: 1px; color: white;'>gcdotu</span>following<span style='font-size: 1px; color: white;'>fused</span>types<span style='font-size: 1px; color: white;'>sticky</span>of<span style='font-size: 1px; color: white;'>lauric</span>macromolecules<span style='font-size: 1px; color: white;'>folate</span>correspond<span style='font-size: 1px; color: white;'>keep</span>to<span style='font-size: 1px; color: white;'>stage</span>the macromolecule <span style='font-size: 1em;'><strong>'collagen'</strong></span>.</p> </div>	<div id="drv_8846" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_47db" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_8740" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>bomb</span>acids</span></strong><span style='font-size: 1px; color: white;'>etc</span></div>	Incorrect	<div id="drv_0f62" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>famous</span></div>	Correct
MC	<p>3516_ee44</p> <div id="drv_b71b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>tree</span>one<span style='font-size: 1px; color: white;'>behind</span>of<span style='font-size: 1px; color: white;'>oil</span>the<span style='font-size: 1px; color: white;'>hot</span>following<span style='font-size: 1px; color: white;'>fungus</span>types<span style='font-size: 1px; color: white;'>obtain</span>of<span style='font-size: 1px; color: white;'>change</span>macromolecules correspond<span style='font-size: 1px; color: white;'>green</span>to<span style='font-size: 1px; color: white;'>differ</span>the macromolecule <span style='font-size: 1em;'><strong>'glucose'</strong></span>.</p><span style='font-size: 1px; color: white;'>skull</span></div>	<div id="drv_116c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>state</span></div>	Correct	<div id="drv_1af5" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>aug</span></div>	Incorrect	<div id="drv_9458" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic acids</span></strong><span style='font-size: 1px; color: white;'>occur</span></div>	Incorrect	<div id="drv_48db" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>faster</span></div>	Incorrect
MC	<p>3516_ee44</p> <div id="drv_d39a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one of<span style='font-size: 1px; color: white;'>papaya</span>the following<span style='font-size: 1px; color: white;'>turn</span>types<span style='font-size: 1px; color: white;'>black</span>of<span style='font-size: 1px; color: white;'>with</span>macromolecules<span style='font-size: 1px; color: white;'>enough</span>correspond<span style='font-size: 1px; color: white;'>change</span>to<span style='font-size: 1px; color: white;'>table</span>the<span style='font-size: 1px; color: white;'>flight</span>macromolecule <span style='font-size: 1em;'><strong>'glucose'</strong></span>.</p><span style='font-size: 1px; color: white;'>span</span></div>	<div id="drv_b611" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>gel</span></div>	Correct	<div id="drv_dae7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_72af" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>nadph</span>acids</span></strong><span style='font-size: 1px; color: white;'>mobile</span></div>	Incorrect	<div id="drv_f225" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>sorts</span></div>	Incorrect
MC	<p>3be4_ee44</p> <div id="drv_bc42" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>clean</span>one<span style='font-size: 1px; color: white;'>column</span>of the following<span style='font-size: 1px; color: white;'>iii</span>types<span style='font-size: 1px; color: white;'>car</span>of<span style='font-size: 1px; color: white;'>prime</span>macromolecules<span style='font-size: 1px; color: white;'>spice</span>correspond<span style='font-size: 1px; color: white;'>copper</span>to the<span style='font-size: 1px; color: white;'>enzyme</span>macromolecule <span style='font-size: 1em;'><strong>'xylitol &ndash; a sugar<span style='font-size: 1px; color: white;'>brick</span>alcohol<span style='font-size: 1px; color: white;'>work</span>added to<span style='font-size: 1px; color: white;'>finish</span>chewing gum'</strong></span>.</p> </div>	<div id="drv_1004" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>rtkzz</span></div>	Correct	<div id="drv_cf3e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>truthj</span></div>	Incorrect	<div id="drv_6a92" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>thrown</span>acids</span></strong><span style='font-size: 1px; color: white;'>always</span></div>	Incorrect	<div id="drv_66ae" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>book</span></div>	Incorrect
MC	<p>4188_ee44</p> <div id="drv_3bb5" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one<span style='font-size: 1px; color: white;'>mixing</span>of<span style='font-size: 1px; color: white;'>things</span>the<span style='font-size: 1px; color: white;'>iron</span>following<span style='font-size: 1px; color: white;'>genome</span>types<span style='font-size: 1px; color: white;'>page</span>of macromolecules<span style='font-size: 1px; color: white;'>neural</span>correspond<span style='font-size: 1px; color: white;'>mostly</span>to the macromolecule <span style='font-size: 1em;'><strong>'uracil'</strong></span>.</p><span style='font-size: 1px; color: white;'>metal</span></div>	<div id="drv_2910" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_4126" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>taste</span></div>	Incorrect	<div id="drv_e95e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic acids</span></strong><span style='font-size: 1px; color: white;'>decide</span></div>	Correct	<div id="drv_6deb" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>eion</span></div>	Incorrect
MC	<p>42e0_ee44</p> <div id="drv_d8a0" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>turner</span>one<span style='font-size: 1px; color: white;'>refer</span>of the<span style='font-size: 1px; color: white;'>hammer</span>following types of<span style='font-size: 1px; color: white;'>rna</span>macromolecules<span style='font-size: 1px; color: white;'>dtt</span>correspond to the<span style='font-size: 1px; color: white;'>mental</span>macromolecule <span style='font-size: 1em;'><strong>'threonine'</strong></span>.</p><span style='font-size: 1px; color: white;'>homo</span></div>	<div id="drv_d2a1" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_8c9c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong> </div>	Incorrect	<div id="drv_4bce" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>single</span>acids</span></strong><span style='font-size: 1px; color: white;'>make</span></div>	Incorrect	<div id="drv_d8d7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>cross</span></div>	Correct
MC	<p>4338_ee44</p> <div id="drv_f596" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which<span style='font-size: 1px; color: white;'>dmd</span>one of<span style='font-size: 1px; color: white;'>erna</span>the<span style='font-size: 1px; color: white;'>takes</span>following<span style='font-size: 1px; color: white;'>risk</span>types of<span style='font-size: 1px; color: white;'>cross</span>macromolecules<span style='font-size: 1px; color: white;'>plays</span>correspond to the<span style='font-size: 1px; color: white;'>nacl</span>macromolecule <span style='font-size: 1em;'><strong>'phenylalanine'</strong></span>.</p> </div>	<div id="drv_2dfb" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong> </div>	Incorrect	<div id="drv_e2bb" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>wider</span></div>	Incorrect	<div id="drv_8f7c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic<span style='font-size: 1px; color: white;'>cheese</span>acids</span></strong> </div>	Incorrect	<div id="drv_5bb3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>triple</span></div>	Correct
MC	<p>452e_ee44</p> <div id="drv_b6c4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><p>Which one<span style='font-size: 1px; color: white;'>sound</span>of the<span style='font-size: 1px; color: white;'>pests</span>following types of<span style='font-size: 1px; color: white;'>balm</span>macromolecules correspond<span style='font-size: 1px; color: white;'>folded</span>to the<span style='font-size: 1px; color: white;'>codons</span>macromolecule <span style='font-size: 1em;'><strong>'cytosine'</strong></span>.</p><span style='font-size: 1px; color: white;'>help</span></div>	<div id="drv_1161" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. <strong><span style="color: #0039e6;">carbohydrates</span></strong><span style='font-size: 1px; color: white;'>sample</span></div>	Incorrect	<div id="drv_7fb4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. <strong><span style="color: #e65400;">lipids</span></strong><span style='font-size: 1px; color: white;'>hole</span></div>	Incorrect	<div id="drv_dd9a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. <strong><span style="color: #b30077;">nucleic acids</span></strong> </div>	Correct	<div id="drv_6cf3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. <strong><span style="color: #009900;">proteins</span></strong><span style='font-size: 1px; color: white;'>starts</span></div>	Incorrect
